bank_id,bank_name,region,bank_size,lending_style,quarter_num,year,quarter,date,total_assets,total_equity,liquid_assets,total_loans,non_performing_loans,loan_loss_provisions,current_deposits,liquidity_ratio,capital_adequacy_ratio,cash_reserve_ratio,leverage_ratio,loan_to_deposit_ratio,npl_ratio,net_income,return_on_assets,return_on_equity,net_interest_margin,operating_expenses,cost_to_income_ratio,staff_count,branches,concentration_risk,deposit_volatility,financial_health_status,consecutive_losses,risk_reasons
BANK_028,"Hoffman, Baker and Richards Rural Bank",Ashanti,Medium,Aggressive,8,2022,Q4,2022-Q4,78.46,23.05,8.51,54.83,10.43,6.06,63.82,10.85,29.37,21.63,12.16,85.92,19.01,2.88,3.67,12.48,6.82,5.02,85.82,175.0,29.0,49.44,15.69,1,0,Low Liquidity; High NPL; 
BANK_028,"Hoffman, Baker and Richards Rural Bank",Ashanti,Medium,Aggressive,9,2023,Q1,2023-Q1,83.44,24.35,9.47,53.16,9.9,10.19,59.28,11.35,29.18,19.43,10.66,89.68,18.63,2.97,3.56,12.2,2.99,5.89,86.29,84.0,32.0,54.5,21.48,1,0,Low Liquidity; High NPL; 
BANK_028,"Hoffman, Baker and Richards Rural Bank",Ashanti,Medium,Aggressive,10,2023,Q2,2023-Q2,83.34,24.69,10.18,55.09,10.16,6.21,69.11,12.21,29.63,8.91,9.23,79.71,18.44,2.55,3.06,10.33,2.49,4.87,,201.0,14.0,41.68,21.13,1,0,Low Liquidity; High NPL; 
BANK_028,"Hoffman, Baker and Richards Rural Bank",Ashanti,Medium,Aggressive,11,2023,Q3,2023-Q3,87.68,25.89,10.95,58.67,10.73,12.19,74.18,12.48,29.52,9.58,7.21,79.1,18.29,2.85,3.25,11.01,10.88,5.44,56.89,108.0,17.0,37.9,14.57,1,0,Low Liquidity; High NPL; 
BANK_028,"Hoffman, Baker and Richards Rural Bank",Ashanti,Medium,Aggressive,12,2023,Q4,2023-Q4,87.61,26.13,10.83,65.0,11.78,6.52,72.5,12.37,29.82,17.81,15.37,89.66,18.13,3.63,4.14,13.89,10.5,3.91,40.89,125.0,16.0,20.96,25.17,1,0,Low Liquidity; High NPL; 
BANK_029,"Ross, Robinson and Bright Rural Bank",Eastern,Small,Aggressive,1,2021,Q1,2021-Q1,27.89,6.66,5.88,12.45,2.85,1.51,21.5,21.1,23.86,14.27,10.29,57.91,22.92,1.47,5.27,22.08,10.02,1.32,75.1,32.0,13.0,33.2,18.67,1,0,High NPL; 
BANK_029,"Ross, Robinson and Bright Rural Bank",Eastern,Small,Aggressive,2,2021,Q2,2021-Q2,28.84,6.92,5.85,16.72,4.02,3.1,21.89,20.28,23.99,13.88,8.55,76.37,24.04,1.48,5.12,21.33,3.01,1.84,46.17,21.0,4.0,42.3,26.27,1,0,High NPL; 
BANK_029,"Ross, Robinson and Bright Rural Bank",Eastern,Small,Aggressive,3,2021,Q3,2021-Q3,27.97,6.73,5.88,13.22,3.21,1.77,23.19,21.03,24.07,20.46,16.1,57.04,24.24,1.13,4.04,16.78,2.03,0.85,82.57,40.0,10.0,35.44,30.9,1,0,High NPL; 
BANK_029,"Ross, Robinson and Bright Rural Bank",Eastern,Small,Aggressive,4,2021,Q4,2021-Q4,30.39,7.2,6.36,10.46,2.51,2.64,25.52,20.93,23.7,21.52,12.59,40.99,24.03,0.45,1.48,6.26,6.48,2.17,49.67,57.0,5.0,35.86,31.64,1,0,High NPL; 
BANK_029,"Ross, Robinson and Bright Rural Bank",Eastern,Small,Aggressive,5,2022,Q1,2022-Q1,34.12,7.95,6.76,15.65,3.75,3.54,23.96,19.82,23.29,15.65,11.06,65.31,23.98,0.88,2.58,11.08,5.88,1.44,90.09,61.0,2.0,15.88,34.19,1,0,High NPL; 
BANK_029,"Ross, Robinson and Bright Rural Bank",Eastern,Small,Aggressive,6,2022,Q2,2022-Q2,36.59,8.47,7.3,27.57,6.56,4.46,30.41,19.96,23.15,14.92,5.87,90.66,23.77,1.15,3.14,13.57,4.98,1.16,68.36,61.0,5.0,16.71,34.84,1,0,High NPL; 
BANK_029,"Ross, Robinson and Bright Rural Bank",Eastern,Small,Aggressive,7,2022,Q3,2022-Q3,40.12,9.28,7.88,12.69,3.09,2.96,29.94,19.64,23.12,12.68,11.78,42.37,24.38,2.3,5.73,24.77,5.22,3.21,94.75,35.0,6.0,36.87,24.92,1,0,High NPL; 
BANK_029,"Ross, Robinson and Bright Rural Bank",Eastern,Small,Aggressive,8,2022,Q4,2022-Q4,39.58,9.15,7.75,14.64,3.63,3.81,28.33,19.58,23.13,13.29,15.86,51.66,24.79,1.04,2.63,11.36,2.11,2.57,37.36,81.0,8.0,50.29,22.52,1,0,High NPL; 
BANK_029,"Ross, Robinson and Bright Rural Bank",Eastern,Small,Aggressive,9,2023,Q1,2023-Q1,40.49,9.35,7.97,19.49,4.89,4.34,29.39,19.68,23.09,16.96,6.05,66.33,25.1,1.9,4.7,20.35,2.05,3.07,42.83,98.0,11.0,49.84,24.69,1,0,High NPL; 
BANK_029,"Ross, Robinson and Bright Rural Bank",Eastern,Small,Aggressive,10,2023,Q2,2023-Q2,47.38,10.83,9.67,27.96,6.97,3.86,37.62,20.4,22.86,13.21,5.7,74.32,24.94,1.95,4.11,17.97,4.39,2.09,83.33,66.0,8.0,29.33,26.93,1,0,High NPL; 
BANK_029,"Ross, Robinson and Bright Rural Bank",Eastern,Small,Aggressive,11,2023,Q3,2023-Q3,49.84,11.29,9.77,33.81,8.9,8.34,38.62,19.59,22.65,10.24,6.05,87.55,26.31,2.34,4.69,20.68,4.76,,83.16,47.0,12.0,31.04,8.03,1,0,High NPL; 
BANK_029,"Ross, Robinson and Bright Rural Bank",Eastern,Small,Aggressive,12,2023,Q4,2023-Q4,50.11,11.39,9.17,23.21,6.18,5.16,37.52,18.31,22.72,16.01,11.84,61.88,26.62,0.89,1.79,7.86,3.45,,89.44,29.0,11.0,49.09,29.29,1,0,High NPL; 
BANK_030,"Snyder, Campos and Callahan Rural Bank",Eastern,Medium,Conservative,1,2021,Q1,2021-Q1,182.99,25.23,76.63,88.81,5.22,4.93,135.37,41.87,13.79,9.41,8.37,65.6,5.87,10.35,5.66,41.04,4.93,9.98,58.51,,18.0,57.46,32.08,0,0,
BANK_030,"Snyder, Campos and Callahan Rural Bank",Eastern,Medium,Conservative,2,2021,Q2,2021-Q2,184.81,25.61,76.07,60.68,3.63,4.29,132.17,41.16,13.86,15.46,6.55,45.91,5.99,6.9,3.73,26.94,11.68,7.9,,159.0,23.0,30.44,21.85,0,0,
BANK_030,"Snyder, Campos and Callahan Rural Bank",Eastern,Medium,Conservative,3,2021,Q3,2021-Q3,187.05,25.84,74.57,72.0,4.46,5.25,150.46,39.87,13.81,21.25,10.52,47.86,6.19,2.17,1.16,8.38,8.0,12.12,83.65,61.0,20.0,39.09,10.07,0,0,
BANK_030,"Snyder, Campos and Callahan Rural Bank",Eastern,Medium,Conservative,4,2021,Q4,2021-Q4,191.69,25.97,75.84,138.73,8.22,9.77,152.25,39.56,13.55,24.71,17.5,91.12,5.93,10.59,5.52,40.75,9.86,8.87,83.11,131.0,,48.52,,0,0,
BANK_030,"Snyder, Campos and Callahan Rural Bank",Eastern,Medium,Conservative,5,2022,Q1,2022-Q1,193.71,26.09,80.84,124.31,7.31,7.56,139.27,41.73,13.47,24.87,11.68,89.26,5.88,8.29,4.28,31.76,2.5,6.82,87.27,155.0,31.0,53.55,32.83,0,0,
BANK_030,"Snyder, Campos and Callahan Rural Bank",Eastern,Medium,Conservative,6,2022,Q2,2022-Q2,202.23,27.41,83.49,146.94,8.63,7.86,158.17,41.28,13.55,23.23,10.12,92.9,5.87,8.49,4.2,30.96,5.49,15.84,82.11,176.0,14.0,31.81,25.1,0,0,
BANK_030,"Snyder, Campos and Callahan Rural Bank",Eastern,Medium,Conservative,7,2022,Q3,2022-Q3,204.0,27.58,81.15,103.0,6.07,6.31,155.11,39.78,13.52,12.49,15.71,66.4,5.89,2.06,1.01,7.45,8.69,16.04,69.44,73.0,15.0,54.04,11.98,0,0,
BANK_030,"Snyder, Campos and Callahan Rural Bank",Eastern,Medium,Conservative,8,2022,Q4,2022-Q4,181.0,24.87,72.31,124.45,7.41,4.21,146.86,39.95,13.74,17.79,8.12,84.74,5.95,6.98,3.86,28.05,3.88,5.94,35.25,248.0,30.0,,10.85,0,0,
BANK_030,"Snyder, Campos and Callahan Rural Bank",Eastern,Medium,Conservative,9,2023,Q1,2023-Q1,195.86,26.92,76.02,89.26,5.37,5.23,140.87,38.82,13.74,21.21,10.25,63.37,6.02,7.36,3.76,27.34,8.46,6.01,40.54,246.0,7.0,,10.28,0,0,
BANK_030,"Snyder, Campos and Callahan Rural Bank",Eastern,Medium,Conservative,10,2023,Q2,2023-Q2,213.96,29.7,82.52,93.64,5.46,5.53,170.78,38.57,13.88,10.62,8.51,54.83,5.83,11.13,5.2,37.48,7.15,7.55,75.11,153.0,14.0,34.01,13.95,0,0,
BANK_030,"Snyder, Campos and Callahan Rural Bank",Eastern,Medium,Conservative,11,2023,Q3,2023-Q3,206.62,28.53,84.04,89.22,5.28,5.51,165.82,40.67,13.81,22.3,10.44,53.8,5.91,8.07,3.91,28.28,8.19,9.12,88.17,54.0,16.0,47.48,7.4,0,0,
BANK_030,"Snyder, Campos and Callahan Rural Bank",Eastern,Medium,Conservative,12,2023,Q4,2023-Q4,210.28,28.68,87.76,139.37,8.18,7.67,172.83,41.73,13.64,10.56,13.4,80.64,5.87,7.06,3.36,24.6,7.04,12.46,63.36,149.0,15.0,18.2,,0,0,
BANK_031,Burton Ltd Rural Bank,Ashanti,Small,Conservative,1,2021,Q1,2021-Q1,24.52,3.88,6.09,11.18,0.77,0.55,19.69,24.82,15.83,9.98,12.74,56.77,6.91,1.0,4.08,25.81,6.44,0.97,72.45,31.0,9.0,38.72,27.03,0,0,
BANK_031,Burton Ltd Rural Bank,Ashanti,Small,Conservative,2,2021,Q2,2021-Q2,23.46,3.74,6.01,12.3,0.86,0.95,19.3,25.62,15.94,8.09,7.75,63.74,7.0,0.27,1.17,7.34,11.12,1.61,59.3,80.0,14.0,49.74,30.27,0,0,
BANK_031,Burton Ltd Rural Bank,Ashanti,Small,Conservative,3,2021,Q3,2021-Q3,22.64,3.63,5.68,9.58,0.71,0.6,18.88,25.1,16.02,9.6,17.5,50.73,7.39,0.56,2.46,15.36,11.84,1.77,50.83,99.0,12.0,42.49,6.2,0,0,
BANK_031,Burton Ltd Rural Bank,Ashanti,Small,Conservative,4,2021,Q4,2021-Q4,23.56,3.81,6.12,16.69,1.2,0.89,19.43,25.98,16.17,13.24,18.03,85.89,7.22,0.24,1.04,6.41,7.83,1.53,85.5,31.0,9.0,15.36,7.85,0,0,
BANK_031,Burton Ltd Rural Bank,Ashanti,Small,Conservative,5,2022,Q1,2022-Q1,23.98,3.87,6.26,14.04,1.02,1.2,17.68,26.12,16.16,23.02,6.22,79.4,7.29,1.35,5.64,34.88,10.59,1.55,41.07,41.0,4.0,42.16,20.11,0,0,
BANK_031,Burton Ltd Rural Bank,Ashanti,Small,Conservative,6,2022,Q2,2022-Q2,26.87,4.23,6.98,12.14,0.86,0.58,22.0,25.99,15.74,23.02,19.57,55.19,7.1,0.96,3.59,22.79,3.86,,62.1,96.0,12.0,36.97,15.13,0,0,
BANK_031,Burton Ltd Rural Bank,Ashanti,Small,Conservative,7,2022,Q3,2022-Q3,29.01,4.58,7.52,13.56,0.98,1.13,23.45,25.91,15.79,21.42,16.76,57.85,7.26,1.34,4.62,29.28,4.74,2.1,57.79,41.0,,52.62,9.46,0,0,
BANK_031,Burton Ltd Rural Bank,Ashanti,Small,Conservative,8,2022,Q4,2022-Q4,27.16,4.16,7.09,11.36,0.84,0.94,22.38,26.12,15.31,21.12,5.55,50.77,7.43,0.86,3.17,20.69,9.48,2.12,59.83,39.0,14.0,42.17,8.16,0,0,
BANK_031,Burton Ltd Rural Bank,Ashanti,Small,Conservative,9,2023,Q1,2023-Q1,27.76,4.37,7.68,14.18,1.07,0.71,20.49,27.66,15.74,17.75,17.83,69.19,7.53,1.41,5.07,32.21,2.29,1.71,52.72,43.0,7.0,30.39,29.97,0,0,
BANK_031,Burton Ltd Rural Bank,Ashanti,Small,Conservative,10,2023,Q2,2023-Q2,30.66,4.78,8.84,22.46,1.63,1.29,24.32,28.85,15.6,11.8,6.41,92.33,7.27,1.7,5.55,35.6,6.88,1.89,77.73,49.0,11.0,45.42,26.17,0,0,
BANK_031,Burton Ltd Rural Bank,Ashanti,Small,Conservative,11,2023,Q3,2023-Q3,27.59,4.29,7.94,18.63,1.38,0.74,21.83,28.77,15.57,22.45,8.33,85.35,7.4,1.64,5.95,38.24,10.87,1.95,,38.0,11.0,28.71,10.28,0,0,
BANK_031,Burton Ltd Rural Bank,Ashanti,Small,Conservative,12,2023,Q4,2023-Q4,26.94,4.24,7.8,19.22,1.45,1.54,22.28,28.94,15.73,18.24,18.72,86.23,7.54,0.66,2.46,15.65,10.88,1.94,60.74,,10.0,17.28,32.79,0,0,
BANK_032,Carlson-Cruz Rural Bank,Ashanti,Medium,Conservative,1,2021,Q1,2021-Q1,194.24,23.64,56.96,70.87,1.97,1.92,157.23,29.32,12.17,10.47,15.15,45.07,2.78,5.93,3.05,25.1,3.13,11.43,32.66,155.0,33.0,,31.48,0,0,
BANK_032,Carlson-Cruz Rural Bank,Ashanti,Medium,Conservative,2,2021,Q2,2021-Q2,196.9,23.71,56.45,130.28,3.58,3.68,139.2,28.67,12.04,18.88,18.41,93.59,2.75,3.18,1.61,13.41,6.84,12.66,80.64,54.0,33.0,40.62,29.36,0,0,
BANK_032,Carlson-Cruz Rural Bank,Ashanti,Medium,Conservative,3,2021,Q3,2021-Q3,191.3,23.15,55.66,110.26,3.11,3.39,138.4,29.09,12.1,13.08,6.65,79.67,2.82,5.0,2.61,21.6,8.71,6.04,,,18.0,49.42,10.24,0,0,
BANK_032,Carlson-Cruz Rural Bank,Ashanti,Medium,Conservative,4,2021,Q4,2021-Q4,197.89,24.02,57.56,101.18,2.86,1.78,147.18,29.09,12.14,17.85,19.01,68.75,2.83,7.39,3.74,30.77,9.4,10.88,47.7,83.0,25.0,47.35,22.09,0,0,
BANK_032,Carlson-Cruz Rural Bank,Ashanti,Medium,Conservative,5,2022,Q1,2022-Q1,194.74,23.74,56.36,100.86,2.94,3.32,140.02,28.94,12.19,12.5,18.24,72.03,2.92,8.86,4.55,37.31,3.0,6.17,66.43,188.0,30.0,30.31,,0,0,
BANK_032,Carlson-Cruz Rural Bank,Ashanti,Medium,Conservative,6,2022,Q2,2022-Q2,213.07,25.97,60.35,94.56,2.68,1.44,163.12,28.32,12.19,10.46,6.38,57.97,2.84,9.12,4.28,35.1,3.42,13.21,33.55,131.0,10.0,19.93,22.01,0,0,
BANK_032,Carlson-Cruz Rural Bank,Ashanti,Medium,Conservative,7,2022,Q3,2022-Q3,230.78,27.95,65.83,141.52,4.07,3.01,167.76,28.52,12.11,22.87,11.94,84.36,2.88,8.88,3.85,31.76,7.16,15.31,67.69,,,,29.18,0,0,
BANK_032,Carlson-Cruz Rural Bank,Ashanti,Medium,Conservative,8,2022,Q4,2022-Q4,215.32,26.06,59.94,140.44,4.29,4.81,154.88,27.84,12.1,16.83,5.21,90.68,3.05,8.45,3.92,32.43,8.7,16.81,69.17,161.0,5.0,18.64,22.32,0,0,
BANK_032,Carlson-Cruz Rural Bank,Ashanti,Medium,Conservative,9,2023,Q1,2023-Q1,220.03,26.72,57.46,151.24,4.6,5.06,175.41,26.11,12.14,13.08,16.82,86.22,3.04,12.33,5.6,46.13,4.3,14.85,70.99,199.0,19.0,56.97,23.97,0,0,
BANK_032,Carlson-Cruz Rural Bank,Ashanti,Medium,Conservative,10,2023,Q2,2023-Q2,242.53,29.04,66.28,103.49,3.1,3.03,184.31,27.33,11.97,14.66,9.3,56.15,3.0,5.41,2.23,18.62,11.55,14.6,90.71,90.0,9.0,53.51,25.43,1,0,Low Capital; 
BANK_032,Carlson-Cruz Rural Bank,Ashanti,Medium,Conservative,11,2023,Q3,2023-Q3,240.09,28.51,62.6,124.86,3.69,4.4,192.21,26.07,11.87,12.21,17.01,64.96,2.96,8.45,3.52,29.63,10.44,10.07,56.99,173.0,20.0,35.68,15.88,1,0,Low Capital; 
BANK_032,Carlson-Cruz Rural Bank,Ashanti,Medium,Conservative,12,2023,Q4,2023-Q4,264.04,31.73,69.89,92.05,2.75,2.76,209.82,26.47,12.02,17.46,14.8,43.87,2.99,13.94,5.28,43.92,11.3,10.35,58.4,128.0,18.0,20.65,29.41,0,0,
BANK_033,"Ferrell, Rice and Maddox Rural Bank",Upper East,Small,Moderate,1,2021,Q1,2021-Q1,6.61,1.3,1.53,2.84,0.37,0.31,5.52,23.22,19.62,12.02,14.93,51.41,13.06,0.31,4.65,23.68,3.32,0.42,84.76,38.0,13.0,16.5,32.38,0,0,
BANK_033,"Ferrell, Rice and Maddox Rural Bank",Upper East,Small,Moderate,2,2021,Q2,2021-Q2,6.87,1.34,1.55,4.59,0.6,0.47,5.34,22.5,19.46,19.24,8.75,86.01,13.16,0.37,5.34,27.43,6.09,,30.94,65.0,7.0,31.86,10.49,0,0,
BANK_033,"Ferrell, Rice and Maddox Rural Bank",Upper East,Small,Moderate,3,2021,Q3,2021-Q3,6.0,1.17,1.33,3.57,0.5,0.47,4.9,22.2,19.45,22.81,9.47,72.98,14.08,0.08,1.33,6.84,6.36,0.25,55.26,53.0,11.0,19.22,20.38,0,0,
BANK_033,"Ferrell, Rice and Maddox Rural Bank",Upper East,Small,Moderate,4,2021,Q4,2021-Q4,6.04,1.21,1.31,3.11,0.46,0.5,5.08,21.74,20.0,12.68,15.98,61.11,14.91,0.08,1.3,6.51,9.08,0.33,,98.0,7.0,33.69,17.24,0,0,
BANK_033,"Ferrell, Rice and Maddox Rural Bank",Upper East,Small,Moderate,5,2022,Q1,2022-Q1,6.61,1.31,1.4,3.1,0.45,0.48,4.67,21.21,19.86,9.49,16.38,66.33,14.5,0.33,4.91,24.74,8.69,0.44,58.09,74.0,9.0,49.6,18.4,0,0,
BANK_033,"Ferrell, Rice and Maddox Rural Bank",Upper East,Small,Moderate,6,2022,Q2,2022-Q2,7.52,1.49,1.59,4.07,0.59,0.42,6.36,21.19,19.78,18.77,6.62,63.99,14.49,0.11,1.44,7.28,8.29,0.26,36.17,78.0,6.0,58.98,6.12,0,0,
BANK_033,"Ferrell, Rice and Maddox Rural Bank",Upper East,Small,Moderate,7,2022,Q3,2022-Q3,7.43,1.47,1.55,5.88,0.85,0.81,6.19,20.92,19.75,11.56,10.27,94.9,14.46,0.12,1.62,8.19,11.04,,94.47,83.0,,30.56,10.14,0,0,
BANK_033,"Ferrell, Rice and Maddox Rural Bank",Upper East,Small,Moderate,8,2022,Q4,2022-Q4,7.02,1.38,1.4,5.02,0.77,0.7,5.87,19.89,19.65,12.44,16.77,85.45,15.39,0.42,6.01,30.57,10.98,0.26,31.7,75.0,9.0,57.11,12.02,1,0,High NPL; 
BANK_033,"Ferrell, Rice and Maddox Rural Bank",Upper East,Small,Moderate,9,2023,Q1,2023-Q1,7.24,1.42,1.37,2.54,0.38,0.2,6.06,18.96,19.58,12.6,5.28,41.97,14.98,0.36,4.91,25.06,8.15,0.49,59.07,44.0,8.0,29.54,30.17,0,0,
BANK_033,"Ferrell, Rice and Maddox Rural Bank",Upper East,Small,Moderate,10,2023,Q2,2023-Q2,7.95,1.54,1.61,5.17,0.79,0.92,6.65,20.29,19.33,18.67,7.05,77.78,15.19,0.17,2.17,11.21,4.92,0.52,77.8,,,59.6,8.06,1,0,High NPL; 
BANK_033,"Ferrell, Rice and Maddox Rural Bank",Upper East,Small,Moderate,11,2023,Q3,2023-Q3,8.22,1.59,1.67,2.97,0.44,0.48,6.58,20.32,19.3,14.78,17.32,45.08,14.97,0.28,3.44,17.84,6.02,0.37,82.21,41.0,11.0,24.28,12.5,0,0,
BANK_033,"Ferrell, Rice and Maddox Rural Bank",Upper East,Small,Moderate,12,2023,Q4,2023-Q4,8.75,1.66,1.85,5.19,0.76,0.8,6.41,21.17,18.96,22.87,11.82,80.98,14.6,0.45,5.19,27.35,9.77,0.38,82.77,62.0,2.0,35.56,,0,0,
BANK_034,Frazier Inc Rural Bank,Ashanti,Large,Conservative,1,2021,Q1,2021-Q1,732.72,75.1,226.97,457.62,17.27,17.23,542.73,30.98,10.25,9.92,16.16,84.32,3.77,33.33,4.55,44.38,11.12,,80.3,243.0,21.0,43.92,14.83,1,0,Low Capital; 
BANK_034,Frazier Inc Rural Bank,Ashanti,Large,Conservative,2,2021,Q2,2021-Q2,663.85,67.17,201.37,225.49,8.72,5.64,465.67,30.33,10.12,12.09,19.07,48.42,3.87,11.01,1.66,16.4,9.15,22.21,51.53,212.0,,47.87,20.99,1,0,Low Capital; 
BANK_034,Frazier Inc Rural Bank,Ashanti,Large,Conservative,3,2021,Q3,2021-Q3,703.28,70.73,217.58,480.81,17.99,19.7,539.55,30.94,10.06,11.9,16.08,89.11,3.74,15.65,2.22,22.12,5.73,29.2,66.47,153.0,30.0,56.11,17.28,1,0,Low Capital; 
BANK_034,Frazier Inc Rural Bank,Ashanti,Large,Conservative,4,2021,Q4,2021-Q4,709.97,71.65,219.77,488.05,18.4,20.93,578.23,30.95,10.09,24.36,8.71,84.4,3.77,21.96,3.09,30.65,3.97,43.54,74.51,150.0,61.0,15.81,19.48,1,0,Low Capital; 
BANK_034,Frazier Inc Rural Bank,Ashanti,Large,Conservative,5,2022,Q1,2022-Q1,763.89,76.43,235.35,515.32,19.55,11.25,602.9,30.81,10.01,12.46,9.69,85.47,3.79,39.59,5.18,51.8,2.32,42.79,66.86,324.0,40.0,50.58,9.01,1,0,Low Capital; 
BANK_034,Frazier Inc Rural Bank,Ashanti,Large,Conservative,6,2022,Q2,2022-Q2,885.18,87.24,267.73,457.91,16.03,8.42,735.86,30.25,9.86,17.37,15.36,62.23,3.5,38.44,4.34,44.06,3.14,40.07,80.78,246.0,25.0,45.25,10.9,1,0,Low Capital; 
BANK_034,Frazier Inc Rural Bank,Ashanti,Large,Conservative,7,2022,Q3,2022-Q3,883.94,88.8,287.01,332.64,11.65,9.83,708.64,32.47,10.05,20.27,18.05,46.94,3.5,50.5,5.71,56.88,2.91,27.38,82.37,143.0,74.0,42.87,24.53,1,0,Low Capital; 
BANK_034,Frazier Inc Rural Bank,Ashanti,Large,Conservative,8,2022,Q4,2022-Q4,823.42,82.15,260.44,628.21,22.57,12.18,697.74,31.63,9.98,22.76,14.89,90.03,3.59,21.16,2.57,25.76,2.02,33.92,52.13,496.0,44.0,24.21,15.04,1,0,Low Capital; 
BANK_034,Frazier Inc Rural Bank,Ashanti,Large,Conservative,9,2023,Q1,2023-Q1,857.45,84.92,283.42,340.02,12.38,12.16,645.33,33.05,9.9,17.64,6.8,52.69,3.64,37.71,4.4,44.41,2.03,65.63,37.21,262.0,60.0,34.59,33.41,1,0,Low Capital; 
BANK_034,Frazier Inc Rural Bank,Ashanti,Large,Conservative,10,2023,Q2,2023-Q2,951.95,94.16,322.79,750.38,27.1,20.51,798.67,33.91,9.89,9.8,17.16,93.95,3.61,41.42,4.35,43.99,11.79,63.14,90.37,421.0,20.0,26.21,,1,0,Low Capital; 
BANK_034,Frazier Inc Rural Bank,Ashanti,Large,Conservative,11,2023,Q3,2023-Q3,984.65,96.21,336.92,615.57,21.44,12.39,751.79,34.22,9.77,15.53,19.63,81.88,3.48,22.15,2.25,23.02,11.09,34.55,33.19,102.0,31.0,44.72,26.91,1,0,Low Capital; 
BANK_034,Frazier Inc Rural Bank,Ashanti,Large,Conservative,12,2023,Q4,2023-Q4,1088.44,105.83,365.94,589.69,21.26,22.58,768.53,33.62,9.72,20.17,10.4,76.73,3.6,22.02,2.02,20.81,4.47,86.86,36.72,172.0,18.0,29.74,11.31,1,0,Low Capital; 
BANK_035,"Dyer, Potter and Mack Rural Bank",Greater Accra,Medium,Moderate,1,2021,Q1,2021-Q1,124.65,23.03,30.67,39.08,3.97,3.67,93.24,24.6,18.47,21.87,18.52,41.91,10.16,1.58,1.27,6.88,10.15,6.82,38.69,227.0,26.0,22.36,6.01,0,0,
BANK_035,"Dyer, Potter and Mack Rural Bank",Greater Accra,Medium,Moderate,2,2021,Q2,2021-Q2,126.83,23.18,31.6,46.79,4.9,5.18,89.26,24.91,18.28,10.17,7.69,52.42,10.47,6.98,5.5,30.09,8.72,9.5,59.07,137.0,30.0,19.2,20.63,0,0,
BANK_035,"Dyer, Potter and Mack Rural Bank",Greater Accra,Medium,Moderate,3,2021,Q3,2021-Q3,128.84,23.63,31.5,73.86,7.85,6.75,94.2,24.45,18.34,12.08,19.34,78.4,10.63,2.08,1.61,8.79,7.86,8.79,94.56,201.0,,42.74,34.58,0,0,
BANK_035,"Dyer, Potter and Mack Rural Bank",Greater Accra,Medium,Moderate,4,2021,Q4,2021-Q4,133.26,24.53,31.23,91.97,9.88,8.7,100.91,23.44,18.41,20.1,19.19,91.14,10.75,2.75,2.07,11.23,8.73,8.69,66.31,230.0,8.0,22.97,17.86,0,0,
BANK_035,"Dyer, Potter and Mack Rural Bank",Greater Accra,Medium,Moderate,5,2022,Q1,2022-Q1,137.44,25.04,30.68,55.49,6.12,5.52,99.72,22.32,18.22,10.78,10.98,55.65,11.02,2.15,1.57,8.59,2.27,4.21,87.19,,28.0,54.24,7.94,0,0,
BANK_035,"Dyer, Potter and Mack Rural Bank",Greater Accra,Medium,Moderate,6,2022,Q2,2022-Q2,143.83,26.19,33.09,78.4,8.6,9.67,117.14,23.0,18.21,16.0,17.51,66.93,10.97,5.15,3.58,19.68,12.0,10.38,53.52,52.0,,46.68,24.52,0,0,
BANK_035,"Dyer, Potter and Mack Rural Bank",Greater Accra,Medium,Moderate,7,2022,Q3,2022-Q3,140.81,25.62,34.62,86.79,9.23,6.51,111.41,24.59,18.19,12.71,12.14,77.91,10.63,4.87,3.46,19.01,3.61,6.62,51.06,167.0,,52.34,21.87,0,0,
BANK_035,"Dyer, Potter and Mack Rural Bank",Greater Accra,Medium,Moderate,8,2022,Q4,2022-Q4,136.71,25.12,33.06,75.95,8.44,4.6,115.31,24.18,18.38,17.82,9.37,65.87,11.11,4.04,2.95,16.07,4.75,9.62,53.85,113.0,32.0,53.08,15.69,0,0,
BANK_035,"Dyer, Potter and Mack Rural Bank",Greater Accra,Medium,Moderate,9,2023,Q1,2023-Q1,142.05,26.18,34.73,43.42,4.63,5.55,99.47,24.45,18.43,21.13,11.36,43.66,10.66,6.74,4.74,25.73,11.55,10.57,50.68,83.0,29.0,32.02,19.2,0,0,
BANK_035,"Dyer, Potter and Mack Rural Bank",Greater Accra,Medium,Moderate,10,2023,Q2,2023-Q2,147.38,27.23,33.93,90.64,9.8,7.78,109.1,23.02,18.47,11.26,11.29,83.08,10.82,3.91,2.65,14.37,9.28,9.35,34.67,,6.0,39.43,12.8,0,0,
BANK_035,"Dyer, Potter and Mack Rural Bank",Greater Accra,Medium,Moderate,11,2023,Q3,2023-Q3,144.29,26.8,33.27,60.59,6.54,6.18,106.24,23.06,18.57,20.42,19.77,57.04,10.8,7.88,5.46,29.41,11.12,9.66,42.86,218.0,11.0,48.43,25.57,0,0,
BANK_035,"Dyer, Potter and Mack Rural Bank",Greater Accra,Medium,Moderate,12,2023,Q4,2023-Q4,152.69,28.81,33.86,100.93,11.0,12.92,109.2,22.17,18.87,9.62,14.58,92.43,10.9,1.53,1.0,5.31,2.56,4.98,89.01,194.0,27.0,38.52,28.46,0,0,
