bank_id,bank_name,region,bank_size,year,quarter,quarter_num,date,total_assets,liquidity_ratio,capital_adequacy_ratio,npl_ratio,return_on_equity,loan_to_deposit_ratio,financial_health_status,status_label
BANK_063,Wright and Sons Rural Bank,Upper East,Small,2021,Q4,4,2021-Q4,9.73,19.54,28.2,5.59,18.44,42.02,0,Healthy
BANK_063,Wright and Sons Rural Bank,Upper East,Small,2022,Q1,5,2022-Q1,10.4,20.35,28.37,5.67,10.72,42.07,0,Healthy
BANK_063,Wright and Sons Rural Bank,Upper East,Small,2022,Q2,6,2022-Q2,10.98,21.11,27.93,5.72,6.51,41.21,0,Healthy
BANK_063,Wright and Sons Rural Bank,Upper East,Small,2022,Q3,7,2022-Q3,11.62,19.29,27.81,5.64,13.28,45.25,0,Healthy
BANK_063,Wright and Sons Rural Bank,Upper East,Small,2022,Q4,8,2022-Q4,11.22,18.81,27.97,5.94,9.52,40.58,0,Healthy
BANK_063,Wright and Sons Rural Bank,Upper East,Small,2023,Q1,9,2023-Q1,11.19,18.88,28.44,5.83,17.82,46.05,0,Healthy
BANK_063,Wright and Sons Rural Bank,Upper East,Small,2023,Q2,10,2023-Q2,10.96,18.2,28.42,5.92,10.84,58.62,0,Healthy
BANK_063,Wright and Sons Rural Bank,Upper East,Small,2023,Q3,11,2023-Q3,11.55,19.07,28.36,5.83,14.3,75.13,0,Healthy
BANK_063,Wright and Sons Rural Bank,Upper East,Small,2023,Q4,12,2023-Q4,11.96,19.13,28.65,5.82,15.48,41.97,0,Healthy
BANK_064,"West, Henderson and Ramirez Rural Bank",Central,Small,2021,Q1,1,2021-Q1,7.17,18.74,22.79,4.26,9.43,90.15,0,Healthy
BANK_064,"West, Henderson and Ramirez Rural Bank",Central,Small,2021,Q2,2,2021-Q2,7.03,18.89,23.06,4.33,25.72,43.03,0,Healthy
BANK_064,"West, Henderson and Ramirez Rural Bank",Central,Small,2021,Q3,3,2021-Q3,6.76,19.1,23.32,4.6,19.7,65.8,0,Healthy
BANK_064,"West, Henderson and Ramirez Rural Bank",Central,Small,2021,Q4,4,2021-Q4,6.23,18.87,23.6,4.8,18.8,75.95,0,Healthy
BANK_064,"West, Henderson and Ramirez Rural Bank",Central,Small,2022,Q1,5,2022-Q1,6.02,18.95,24.08,4.87,11.03,46.36,0,Healthy
BANK_064,"West, Henderson and Ramirez Rural Bank",Central,Small,2022,Q2,6,2022-Q2,7.08,19.55,24.24,4.52,7.06,63.82,0,Healthy
BANK_064,"West, Henderson and Ramirez Rural Bank",Central,Small,2022,Q3,7,2022-Q3,7.66,19.56,24.28,4.45,5.91,77.24,0,Healthy
BANK_064,"West, Henderson and Ramirez Rural Bank",Central,Small,2022,Q4,8,2022-Q4,7.41,19.56,24.4,4.56,24.49,40.49,0,Healthy
BANK_064,"West, Henderson and Ramirez Rural Bank",Central,Small,2023,Q1,9,2023-Q1,7.74,19.48,24.36,4.39,10.11,42.48,0,Healthy
BANK_064,"West, Henderson and Ramirez Rural Bank",Central,Small,2023,Q2,10,2023-Q2,7.62,19.42,24.02,4.6,23.84,92.27,0,Healthy
BANK_064,"West, Henderson and Ramirez Rural Bank",Central,Small,2023,Q3,11,2023-Q3,6.56,19.16,23.83,4.43,23.52,94.27,0,Healthy
BANK_064,"West, Henderson and Ramirez Rural Bank",Central,Small,2023,Q4,12,2023-Q4,6.74,19.05,23.68,4.45,23.8,46.43,0,Healthy
BANK_065,Baxter Inc Rural Bank,Northern,Small,2021,Q1,1,2021-Q1,42.99,24.32,25.75,0.99,15.09,54.82,0,Healthy
BANK_065,Baxter Inc Rural Bank,Northern,Small,2021,Q2,2,2021-Q2,44.42,24.57,25.83,0.99,19.13,69.31,0,Healthy
BANK_065,Baxter Inc Rural Bank,Northern,Small,2021,Q3,3,2021-Q3,45.01,23.01,26.22,1.05,8.35,93.03,0,Healthy
BANK_065,Baxter Inc Rural Bank,Northern,Small,2021,Q4,4,2021-Q4,44.8,23.3,26.66,1.02,12.65,87.99,0,Healthy
BANK_065,Baxter Inc Rural Bank,Northern,Small,2022,Q1,5,2022-Q1,49.76,23.75,26.78,1.02,19.19,52.35,0,Healthy
BANK_065,Baxter Inc Rural Bank,Northern,Small,2022,Q2,6,2022-Q2,50.17,24.04,26.52,0.98,11.31,88.94,0,Healthy
BANK_065,Baxter Inc Rural Bank,Northern,Small,2022,Q3,7,2022-Q3,53.08,23.85,26.2,0.98,16.58,71.17,0,Healthy
BANK_065,Baxter Inc Rural Bank,Northern,Small,2022,Q4,8,2022-Q4,47.1,23.53,26.39,1.04,13.67,85.35,0,Healthy
BANK_065,Baxter Inc Rural Bank,Northern,Small,2023,Q1,9,2023-Q1,45.68,23.68,26.88,1.08,11.46,80.54,0,Healthy
BANK_065,Baxter Inc Rural Bank,Northern,Small,2023,Q2,10,2023-Q2,45.58,22.9,27.24,1.06,10.63,67.62,0,Healthy
BANK_065,Baxter Inc Rural Bank,Northern,Small,2023,Q3,11,2023-Q3,43.5,23.86,27.29,1.05,14.45,88.61,0,Healthy
BANK_065,Baxter Inc Rural Bank,Northern,Small,2023,Q4,12,2023-Q4,42.26,23.8,27.11,1.08,11.01,71.05,0,Healthy
BANK_066,Morton-Chase Rural Bank,Greater Accra,Medium,2021,Q1,1,2021-Q1,54.39,10.82,14.42,9.95,17.94,55.25,1,High-Risk
BANK_066,Morton-Chase Rural Bank,Greater Accra,Medium,2021,Q2,2,2021-Q2,52.59,10.52,14.44,9.93,26.99,71.45,1,High-Risk
BANK_066,Morton-Chase Rural Bank,Greater Accra,Medium,2021,Q3,3,2021-Q3,49.2,10.56,14.34,10.2,28.85,92.37,1,High-Risk
BANK_066,Morton-Chase Rural Bank,Greater Accra,Medium,2021,Q4,4,2021-Q4,46.49,10.73,14.28,9.94,12.66,77.07,1,High-Risk
BANK_066,Morton-Chase Rural Bank,Greater Accra,Medium,2022,Q1,5,2022-Q1,45.52,10.61,14.46,9.79,24.99,75.09,1,High-Risk
BANK_066,Morton-Chase Rural Bank,Greater Accra,Medium,2022,Q2,6,2022-Q2,44.92,10.51,14.83,9.62,37.45,50.89,1,High-Risk
BANK_066,Morton-Chase Rural Bank,Greater Accra,Medium,2022,Q3,7,2022-Q3,45.24,10.57,14.82,9.84,12.61,79.09,1,High-Risk
BANK_066,Morton-Chase Rural Bank,Greater Accra,Medium,2022,Q4,8,2022-Q4,40.77,10.31,14.94,10.39,37.21,80.03,1,High-Risk
BANK_066,Morton-Chase Rural Bank,Greater Accra,Medium,2023,Q1,9,2023-Q1,46.03,10.35,14.88,10.28,7.37,64.96,1,High-Risk
BANK_066,Morton-Chase Rural Bank,Greater Accra,Medium,2023,Q2,10,2023-Q2,47.28,9.83,14.8,10.15,29.74,78.27,1,High-Risk
BANK_066,Morton-Chase Rural Bank,Greater Accra,Medium,2023,Q3,11,2023-Q3,52.43,9.98,14.83,9.8,26.34,91.02,1,High-Risk
BANK_066,Morton-Chase Rural Bank,Greater Accra,Medium,2023,Q4,12,2023-Q4,55.3,9.94,14.85,9.79,10.34,94.64,1,High-Risk
BANK_067,Williams PLC Rural Bank,Ashanti,Large,2021,Q1,1,2021-Q1,752.96,22.79,17.19,1.41,16.29,46.03,0,Healthy
BANK_067,Williams PLC Rural Bank,Ashanti,Large,2021,Q2,2,2021-Q2,809.79,23.19,16.97,1.4,17.03,62.2,0,Healthy
BANK_067,Williams PLC Rural Bank,Ashanti,Large,2021,Q3,3,2021-Q3,749.54,23.87,16.64,1.4,28.8,77.48,0,Healthy
BANK_067,Williams PLC Rural Bank,Ashanti,Large,2021,Q4,4,2021-Q4,766.66,23.4,16.57,1.38,12.17,70.94,0,Healthy
BANK_067,Williams PLC Rural Bank,Ashanti,Large,2022,Q1,5,2022-Q1,816.25,22.23,16.48,1.42,6.59,89.04,0,Healthy
BANK_067,Williams PLC Rural Bank,Ashanti,Large,2022,Q2,6,2022-Q2,934.88,22.43,16.42,1.34,24.39,84.33,0,Healthy
BANK_067,Williams PLC Rural Bank,Ashanti,Large,2022,Q3,7,2022-Q3,828.02,22.9,16.64,1.36,27.64,70.44,0,Healthy
BANK_067,Williams PLC Rural Bank,Ashanti,Large,2022,Q4,8,2022-Q4,725.14,22.38,16.77,1.42,21.48,93.18,0,Healthy
BANK_067,Williams PLC Rural Bank,Ashanti,Large,2023,Q1,9,2023-Q1,725.45,21.92,16.99,1.45,16.33,92.48,0,Healthy
BANK_067,Williams PLC Rural Bank,Ashanti,Large,2023,Q2,10,2023-Q2,744.43,23.23,17.25,1.4,12.33,93.59,0,Healthy
BANK_067,Williams PLC Rural Bank,Ashanti,Large,2023,Q3,11,2023-Q3,765.35,21.82,17.04,1.42,14.02,63.89,0,Healthy
BANK_067,Williams PLC Rural Bank,Ashanti,Large,2023,Q4,12,2023-Q4,725.73,22.14,16.94,1.38,24.83,93.96,0,Healthy
BANK_068,Novak and Sons Rural Bank,Eastern,Small,2021,Q1,1,2021-Q1,20.99,15.44,15.44,4.7,38.59,41.72,0,Healthy
BANK_068,Novak and Sons Rural Bank,Eastern,Small,2021,Q2,2,2021-Q2,19.24,15.18,15.47,4.98,33.39,68.21,0,Healthy
BANK_068,Novak and Sons Rural Bank,Eastern,Small,2021,Q3,3,2021-Q3,19.64,15.47,15.39,5.21,25.81,61.86,0,Healthy
BANK_068,Novak and Sons Rural Bank,Eastern,Small,2021,Q4,4,2021-Q4,19.92,15.42,15.32,5.28,9.69,55.73,0,Healthy
BANK_068,Novak and Sons Rural Bank,Eastern,Small,2022,Q1,5,2022-Q1,18.05,15.34,15.39,5.28,17.77,42.74,0,Healthy
BANK_068,Novak and Sons Rural Bank,Eastern,Small,2022,Q2,6,2022-Q2,19.36,14.84,15.43,5.08,35.18,42.25,1,High-Risk
BANK_068,Novak and Sons Rural Bank,Eastern,Small,2022,Q3,7,2022-Q3,19.65,14.56,15.46,5.05,29.09,49.15,1,High-Risk
BANK_068,Novak and Sons Rural Bank,Eastern,Small,2022,Q4,8,2022-Q4,19.67,15.24,15.49,5.26,18.11,70.99,0,Healthy
BANK_068,Novak and Sons Rural Bank,Eastern,Small,2023,Q1,9,2023-Q1,20.46,14.9,15.18,5.43,12.82,69.72,1,High-Risk
BANK_068,Novak and Sons Rural Bank,Eastern,Small,2023,Q2,10,2023-Q2,21.04,15.15,15.31,5.44,26.95,52.73,0,Healthy
BANK_068,Novak and Sons Rural Bank,Eastern,Small,2023,Q3,11,2023-Q3,21.69,14.45,15.44,5.46,34.19,89.74,1,High-Risk
BANK_068,Novak and Sons Rural Bank,Eastern,Small,2023,Q4,12,2023-Q4,22.78,14.3,15.27,5.6,14.56,66.89,1,High-Risk
BANK_069,Russell Group Rural Bank,Ashanti,Small,2021,Q1,1,2021-Q1,18.29,43.22,24.26,3.96,6.69,51.16,0,Healthy
BANK_069,Russell Group Rural Bank,Ashanti,Small,2021,Q2,2,2021-Q2,18.68,43.03,24.29,3.88,17.21,66.53,0,Healthy
BANK_069,Russell Group Rural Bank,Ashanti,Small,2021,Q3,3,2021-Q3,18.48,41.83,24.14,3.91,13.82,73.84,0,Healthy
BANK_069,Russell Group Rural Bank,Ashanti,Small,2021,Q4,4,2021-Q4,18.77,42.49,24.68,3.9,12.54,79.46,0,Healthy
BANK_069,Russell Group Rural Bank,Ashanti,Small,2022,Q1,5,2022-Q1,20.15,41.16,24.31,3.92,9.28,60.19,0,Healthy
BANK_069,Russell Group Rural Bank,Ashanti,Small,2022,Q2,6,2022-Q2,23.54,40.4,23.74,3.71,20.99,73.14,0,Healthy
BANK_069,Russell Group Rural Bank,Ashanti,Small,2022,Q3,7,2022-Q3,24.39,40.21,23.36,3.68,24.41,64.61,0,Healthy
BANK_069,Russell Group Rural Bank,Ashanti,Small,2022,Q4,8,2022-Q4,24.31,38.48,23.26,3.98,17.92,51.07,0,Healthy
BANK_069,Russell Group Rural Bank,Ashanti,Small,2023,Q1,9,2023-Q1,24.98,38.41,23.02,4.05,6.62,67.57,0,Healthy
BANK_069,Russell Group Rural Bank,Ashanti,Small,2023,Q2,10,2023-Q2,26.52,39.72,22.96,3.92,22.61,91.22,0,Healthy
BANK_069,Russell Group Rural Bank,Ashanti,Small,2023,Q3,11,2023-Q3,26.37,39.12,22.42,3.86,19.52,71.4,0,Healthy
BANK_069,Russell Group Rural Bank,Ashanti,Small,2023,Q4,12,2023-Q4,28.67,41.4,22.67,3.85,12.11,48.42,0,Healthy
BANK_070,Hancock Inc Rural Bank,Greater Accra,Small,2021,Q1,1,2021-Q1,25.43,17.04,9.84,13.93,38.13,42.63,1,High-Risk
BANK_070,Hancock Inc Rural Bank,Greater Accra,Small,2021,Q2,2,2021-Q2,26.84,17.15,9.78,13.63,21.19,54.09,1,High-Risk
BANK_070,Hancock Inc Rural Bank,Greater Accra,Small,2021,Q3,3,2021-Q3,27.55,16.57,9.69,13.7,27.81,78.29,1,High-Risk
BANK_070,Hancock Inc Rural Bank,Greater Accra,Small,2021,Q4,4,2021-Q4,26.43,16.65,9.57,14.13,19.89,87.39,1,High-Risk
BANK_070,Hancock Inc Rural Bank,Greater Accra,Small,2022,Q1,5,2022-Q1,26.7,16.25,9.36,14.84,12.05,43.71,1,High-Risk
BANK_070,Hancock Inc Rural Bank,Greater Accra,Small,2022,Q2,6,2022-Q2,25.86,16.16,9.33,15.05,52.6,56.5,1,High-Risk
BANK_070,Hancock Inc Rural Bank,Greater Accra,Small,2022,Q3,7,2022-Q3,26.08,15.76,9.43,15.69,56.83,85.67,1,High-Risk
BANK_070,Hancock Inc Rural Bank,Greater Accra,Small,2022,Q4,8,2022-Q4,23.62,15.19,9.42,17.17,18.64,70.91,1,High-Risk
BANK_070,Hancock Inc Rural Bank,Greater Accra,Small,2023,Q1,9,2023-Q1,22.63,15.15,9.48,17.19,10.93,92.63,1,High-Risk
BANK_070,Hancock Inc Rural Bank,Greater Accra,Small,2023,Q2,10,2023-Q2,20.58,14.22,9.52,17.43,23.47,94.07,1,High-Risk
BANK_070,Hancock Inc Rural Bank,Greater Accra,Small,2023,Q3,11,2023-Q3,21.39,14.07,9.46,17.05,13.35,47.5,1,High-Risk
BANK_070,Hancock Inc Rural Bank,Greater Accra,Small,2023,Q4,12,2023-Q4,22.1,14.42,9.32,16.41,11.09,54.56,1,High-Risk
BANK_071,Gray Group Rural Bank,Eastern,Medium,2021,Q1,1,2021-Q1,102.94,37.89,13.29,2.44,27.87,80.98,0,Healthy
BANK_071,Gray Group Rural Bank,Eastern,Medium,2021,Q2,2,2021-Q2,103.46,39.55,13.35,2.5,10.88,92.8,0,Healthy
BANK_071,Gray Group Rural Bank,Eastern,Medium,2021,Q3,3,2021-Q3,94.06,36.82,13.29,2.63,32.83,74.21,0,Healthy
BANK_071,Gray Group Rural Bank,Eastern,Medium,2021,Q4,4,2021-Q4,100.99,35.95,13.35,2.61,8.24,93.48,0,Healthy
BANK_071,Gray Group Rural Bank,Eastern,Medium,2022,Q1,5,2022-Q1,107.96,33.79,13.29,2.72,17.17,86.2,0,Healthy
BANK_071,Gray Group Rural Bank,Eastern,Medium,2022,Q2,6,2022-Q2,123.36,33.55,13.39,2.67,29.93,89.68,0,Healthy
BANK_071,Gray Group Rural Bank,Eastern,Medium,2022,Q3,7,2022-Q3,120.43,32.51,13.33,2.7,23.59,72.68,0,Healthy
BANK_071,Gray Group Rural Bank,Eastern,Medium,2022,Q4,8,2022-Q4,103.17,31.9,13.03,2.8,43.25,91.1,0,Healthy
BANK_071,Gray Group Rural Bank,Eastern,Medium,2023,Q1,9,2023-Q1,98.21,32.92,13.15,2.75,44.18,64.83,0,Healthy
BANK_071,Gray Group Rural Bank,Eastern,Medium,2023,Q2,10,2023-Q2,103.05,33.56,12.99,2.74,9.4,48.61,0,Healthy
BANK_071,Gray Group Rural Bank,Eastern,Medium,2023,Q3,11,2023-Q3,105.65,33.74,13.13,2.68,39.15,63.01,0,Healthy
BANK_071,Gray Group Rural Bank,Eastern,Medium,2023,Q4,12,2023-Q4,107.51,34.57,13.22,2.7,45.19,46.77,0,Healthy
BANK_072,House-Glover Rural Bank,Greater Accra,Large,2021,Q1,1,2021-Q1,722.38,19.62,13.91,10.32,28.2,70.74,0,Healthy
BANK_072,House-Glover Rural Bank,Greater Accra,Large,2021,Q2,2,2021-Q2,746.75,18.76,13.91,10.41,15.78,73.96,0,Healthy
BANK_072,House-Glover Rural Bank,Greater Accra,Large,2021,Q3,3,2021-Q3,715.04,18.38,13.84,10.61,20.69,75.14,0,Healthy
BANK_072,House-Glover Rural Bank,Greater Accra,Large,2021,Q4,4,2021-Q4,755.85,18.81,13.7,10.66,31.42,57.86,0,Healthy
BANK_072,House-Glover Rural Bank,Greater Accra,Large,2022,Q1,5,2022-Q1,804.16,18.35,13.44,10.71,29.94,54.94,0,Healthy
BANK_072,House-Glover Rural Bank,Greater Accra,Large,2022,Q2,6,2022-Q2,847.04,18.76,13.57,10.6,16.32,84.94,0,Healthy
BANK_072,House-Glover Rural Bank,Greater Accra,Large,2022,Q3,7,2022-Q3,847.51,18.91,13.62,10.77,25.58,77.52,0,Healthy
BANK_072,House-Glover Rural Bank,Greater Accra,Large,2022,Q4,8,2022-Q4,745.32,18.2,13.5,11.65,19.51,60.55,0,Healthy
BANK_072,House-Glover Rural Bank,Greater Accra,Large,2023,Q1,9,2023-Q1,724.27,18.11,13.44,12.06,22.44,74.16,0,Healthy
BANK_072,House-Glover Rural Bank,Greater Accra,Large,2023,Q2,10,2023-Q2,706.99,17.6,13.4,12.55,39.82,85.38,0,Healthy
BANK_072,House-Glover Rural Bank,Greater Accra,Large,2023,Q3,11,2023-Q3,736.6,17.69,13.39,12.13,26.02,90.33,0,Healthy
BANK_072,House-Glover Rural Bank,Greater Accra,Large,2023,Q4,12,2023-Q4,768.82,17.7,13.55,12.14,32.38,46.76,0,Healthy
BANK_073,Henderson-Bernard Rural Bank,Volta,Small,2021,Q1,1,2021-Q1,31.57,36.26,11.34,2.99,42.26,56.15,1,High-Risk
BANK_073,Henderson-Bernard Rural Bank,Volta,Small,2021,Q2,2,2021-Q2,34.79,35.27,11.35,3.11,40.23,83.07,1,High-Risk
BANK_073,Henderson-Bernard Rural Bank,Volta,Small,2021,Q3,3,2021-Q3,34.92,38.35,11.33,3.06,48.52,85.1,1,High-Risk
BANK_073,Henderson-Bernard Rural Bank,Volta,Small,2021,Q4,4,2021-Q4,38.28,39.56,11.28,3.06,42.22,71.97,1,High-Risk
BANK_073,Henderson-Bernard Rural Bank,Volta,Small,2022,Q1,5,2022-Q1,41.39,40.04,11.18,3.04,12.23,40.06,1,High-Risk
BANK_073,Henderson-Bernard Rural Bank,Volta,Small,2022,Q2,6,2022-Q2,43.57,40.37,11.03,2.96,50.21,65.9,1,High-Risk
BANK_073,Henderson-Bernard Rural Bank,Volta,Small,2022,Q3,7,2022-Q3,41.68,39.33,11.11,2.9,32.26,53.25,1,High-Risk
BANK_073,Henderson-Bernard Rural Bank,Volta,Small,2022,Q4,8,2022-Q4,40.55,36.77,11.24,2.91,24.41,93.55,1,High-Risk
BANK_073,Henderson-Bernard Rural Bank,Volta,Small,2023,Q1,9,2023-Q1,43.12,36.81,11.27,2.9,13.07,44.1,1,High-Risk
BANK_073,Henderson-Bernard Rural Bank,Volta,Small,2023,Q2,10,2023-Q2,42.81,37.01,11.22,2.81,18.73,79.84,1,High-Risk
BANK_073,Henderson-Bernard Rural Bank,Volta,Small,2023,Q3,11,2023-Q3,44.24,38.13,11.46,2.77,17.58,61.03,1,High-Risk
BANK_073,Henderson-Bernard Rural Bank,Volta,Small,2023,Q4,12,2023-Q4,45.68,37.63,11.57,2.7,37.34,71.8,1,High-Risk
BANK_074,"Stanley, Tucker and Lee Rural Bank",Ashanti,Small,2021,Q1,1,2021-Q1,34.16,24.08,26.99,14.14,18.2,64.76,0,Healthy
BANK_074,"Stanley, Tucker and Lee Rural Bank",Ashanti,Small,2021,Q2,2,2021-Q2,36.67,23.76,27.45,14.45,12.62,51.86,0,Healthy
BANK_074,"Stanley, Tucker and Lee Rural Bank",Ashanti,Small,2021,Q3,3,2021-Q3,37.72,24.74,27.58,14.27,15.86,81.18,0,Healthy
BANK_074,"Stanley, Tucker and Lee Rural Bank",Ashanti,Small,2021,Q4,4,2021-Q4,37.71,25.02,27.73,14.12,18.38,70.34,0,Healthy
BANK_074,"Stanley, Tucker and Lee Rural Bank",Ashanti,Small,2022,Q1,5,2022-Q1,37.55,24.49,27.63,13.95,7.16,88.02,0,Healthy
BANK_074,"Stanley, Tucker and Lee Rural Bank",Ashanti,Small,2022,Q2,6,2022-Q2,42.8,24.03,27.94,13.21,9.07,90.97,0,Healthy
BANK_074,"Stanley, Tucker and Lee Rural Bank",Ashanti,Small,2022,Q3,7,2022-Q3,37.68,23.72,27.97,13.01,7.08,89.53,0,Healthy
BANK_074,"Stanley, Tucker and Lee Rural Bank",Ashanti,Small,2022,Q4,8,2022-Q4,35.13,22.87,28.18,13.33,16.6,80.97,0,Healthy
BANK_074,"Stanley, Tucker and Lee Rural Bank",Ashanti,Small,2023,Q1,9,2023-Q1,37.02,23.06,28.48,13.25,5.56,60.28,0,Healthy
BANK_074,"Stanley, Tucker and Lee Rural Bank",Ashanti,Small,2023,Q2,10,2023-Q2,36.55,24.12,28.22,13.08,11.0,48.95,0,Healthy
BANK_074,"Stanley, Tucker and Lee Rural Bank",Ashanti,Small,2023,Q3,11,2023-Q3,36.0,24.84,28.26,13.02,20.03,66.89,0,Healthy
BANK_074,"Stanley, Tucker and Lee Rural Bank",Ashanti,Small,2023,Q4,12,2023-Q4,39.72,24.86,28.28,13.23,5.52,45.49,0,Healthy
BANK_075,Novak PLC Rural Bank,Central,Small,2021,Q1,1,2021-Q1,14.63,42.58,21.11,5.93,13.49,51.13,0,Healthy
BANK_075,Novak PLC Rural Bank,Central,Small,2021,Q2,2,2021-Q2,16.28,41.74,21.02,6.0,13.82,63.17,0,Healthy
BANK_075,Novak PLC Rural Bank,Central,Small,2021,Q3,3,2021-Q3,15.81,41.72,21.04,6.15,13.96,71.17,0,Healthy
BANK_075,Novak PLC Rural Bank,Central,Small,2021,Q4,4,2021-Q4,16.37,41.8,20.77,6.33,19.86,93.34,0,Healthy
BANK_075,Novak PLC Rural Bank,Central,Small,2022,Q1,5,2022-Q1,16.98,42.24,20.42,6.21,17.09,44.4,0,Healthy
BANK_075,Novak PLC Rural Bank,Central,Small,2022,Q2,6,2022-Q2,19.62,42.73,20.62,5.75,21.37,67.93,0,Healthy
BANK_075,Novak PLC Rural Bank,Central,Small,2022,Q3,7,2022-Q3,20.5,43.63,20.71,5.83,19.56,47.41,0,Healthy
BANK_075,Novak PLC Rural Bank,Central,Small,2022,Q4,8,2022-Q4,19.04,42.53,20.75,5.85,10.62,78.4,0,Healthy
BANK_075,Novak PLC Rural Bank,Central,Small,2023,Q1,9,2023-Q1,18.22,42.44,20.73,5.69,12.23,87.38,0,Healthy
BANK_075,Novak PLC Rural Bank,Central,Small,2023,Q2,10,2023-Q2,18.96,43.72,20.75,5.98,5.49,51.7,0,Healthy
BANK_075,Novak PLC Rural Bank,Central,Small,2023,Q3,11,2023-Q3,19.01,43.98,20.84,6.13,22.99,76.89,0,Healthy
BANK_075,Novak PLC Rural Bank,Central,Small,2023,Q4,12,2023-Q4,20.62,44.48,20.88,6.37,13.72,85.8,0,Healthy
BANK_076,"Daniels, Adkins and Brown Rural Bank",Volta,Medium,2021,Q1,1,2021-Q1,92.74,26.33,22.24,8.89,26.47,91.17,0,Healthy
BANK_076,"Daniels, Adkins and Brown Rural Bank",Volta,Medium,2021,Q2,2,2021-Q2,98.98,26.79,22.26,8.9,22.54,53.98,0,Healthy
BANK_076,"Daniels, Adkins and Brown Rural Bank",Volta,Medium,2021,Q3,3,2021-Q3,111.21,26.66,22.53,8.44,14.38,68.9,0,Healthy
BANK_076,"Daniels, Adkins and Brown Rural Bank",Volta,Medium,2021,Q4,4,2021-Q4,120.64,26.35,22.21,8.31,12.15,42.13,0,Healthy
BANK_076,"Daniels, Adkins and Brown Rural Bank",Volta,Medium,2022,Q1,5,2022-Q1,117.61,27.24,22.37,8.2,23.38,49.23,0,Healthy
BANK_076,"Daniels, Adkins and Brown Rural Bank",Volta,Medium,2022,Q2,6,2022-Q2,122.94,27.44,22.35,8.22,10.79,89.85,0,Healthy
BANK_076,"Daniels, Adkins and Brown Rural Bank",Volta,Medium,2022,Q3,7,2022-Q3,118.4,26.9,22.21,8.21,18.38,80.09,0,Healthy
BANK_076,"Daniels, Adkins and Brown Rural Bank",Volta,Medium,2022,Q4,8,2022-Q4,112.94,27.16,22.31,8.74,9.25,76.62,0,Healthy
BANK_076,"Daniels, Adkins and Brown Rural Bank",Volta,Medium,2023,Q1,9,2023-Q1,115.43,27.01,21.85,8.59,4.82,42.9,0,Healthy
BANK_076,"Daniels, Adkins and Brown Rural Bank",Volta,Medium,2023,Q2,10,2023-Q2,126.03,26.74,21.52,8.47,9.99,64.75,0,Healthy
BANK_076,"Daniels, Adkins and Brown Rural Bank",Volta,Medium,2023,Q3,11,2023-Q3,126.29,26.89,21.59,8.66,24.22,44.25,0,Healthy
BANK_076,"Daniels, Adkins and Brown Rural Bank",Volta,Medium,2023,Q4,12,2023-Q4,120.4,27.71,21.63,8.48,24.75,51.36,0,Healthy
BANK_077,"Woods, Calhoun and Schmidt Rural Bank",Upper East,Medium,2021,Q1,1,2021-Q1,82.71,28.14,21.89,8.99,19.21,66.52,0,Healthy
BANK_077,"Woods, Calhoun and Schmidt Rural Bank",Upper East,Medium,2021,Q2,2,2021-Q2,81.79,28.88,21.84,9.2,10.44,50.01,0,Healthy
BANK_077,"Woods, Calhoun and Schmidt Rural Bank",Upper East,Medium,2021,Q3,3,2021-Q3,64.61,27.66,21.97,9.94,15.64,51.0,0,Healthy
BANK_077,"Woods, Calhoun and Schmidt Rural Bank",Upper East,Medium,2021,Q4,4,2021-Q4,70.84,29.54,21.81,10.28,20.37,75.81,0,Healthy
BANK_077,"Woods, Calhoun and Schmidt Rural Bank",Upper East,Medium,2022,Q1,5,2022-Q1,72.9,28.92,22.27,10.49,20.9,67.0,0,Healthy
BANK_077,"Woods, Calhoun and Schmidt Rural Bank",Upper East,Medium,2022,Q2,6,2022-Q2,78.1,28.9,22.64,10.97,14.04,64.08,0,Healthy
BANK_077,"Woods, Calhoun and Schmidt Rural Bank",Upper East,Medium,2022,Q3,7,2022-Q3,80.65,27.89,23.02,10.78,22.11,47.69,0,Healthy
BANK_077,"Woods, Calhoun and Schmidt Rural Bank",Upper East,Medium,2022,Q4,8,2022-Q4,75.73,27.61,22.89,11.18,17.63,81.62,0,Healthy
BANK_077,"Woods, Calhoun and Schmidt Rural Bank",Upper East,Medium,2023,Q1,9,2023-Q1,80.61,30.42,22.58,11.09,23.55,64.71,0,Healthy
BANK_077,"Woods, Calhoun and Schmidt Rural Bank",Upper East,Medium,2023,Q2,10,2023-Q2,80.37,31.24,22.1,11.08,7.1,59.33,0,Healthy
BANK_077,"Woods, Calhoun and Schmidt Rural Bank",Upper East,Medium,2023,Q3,11,2023-Q3,88.76,31.52,21.96,11.33,14.84,81.1,0,Healthy
BANK_077,"Woods, Calhoun and Schmidt Rural Bank",Upper East,Medium,2023,Q4,12,2023-Q4,79.25,30.2,22.15,11.62,7.42,69.85,0,Healthy
BANK_078,Yu Inc Rural Bank,Eastern,Small,2021,Q1,1,2021-Q1,9.63,34.75,14.88,1.62,32.52,68.7,0,Healthy
BANK_078,Yu Inc Rural Bank,Eastern,Small,2021,Q2,2,2021-Q2,9.17,33.96,14.85,1.69,24.56,40.26,0,Healthy
BANK_078,Yu Inc Rural Bank,Eastern,Small,2021,Q3,3,2021-Q3,8.15,34.34,15.25,1.68,20.34,45.62,0,Healthy
